full_name,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths
Hancock Indiana,18059,5/24/2020,-2,44,,-10,-20,,1223,100
Hancock Indiana,18059,5/25/2020,-3,21,,-26,-78,20,1234,99
Hancock Indiana,18059,5/26/2020,4,19,,-3,-38,13,1255,100
Hancock Indiana,18059,5/27/2020,1,19,,13,-37,13,1258,100
Hancock Indiana,18059,5/28/2020,2,18,,3,-36,14,1263,101
Hancock Indiana,18059,5/29/2020,-2,19,,7,-36,12,1270,101
Hancock Indiana,18059,5/30/2020,0,40,,10,-5,2,1290,101
Hancock Indiana,18059,5/31/2020,6,34,,18,-11,,1370,101
Hancock Indiana,18059,6/1/2020,9,25,,5,-36,11,1381,101
Hancock Indiana,18059,6/2/2020,13,31,,27,-36,11,1384,101
Hancock Indiana,18059,6/3/2020,-1,26,,-2,-34,12,1362,101
Hancock Indiana,18059,6/4/2020,0,23,,2,-36,13,1372,101
Hancock Indiana,18059,6/5/2020,-3,38,,4,-35,9,1378,102
Hancock Indiana,18059,6/6/2020,0,59,,9,-2,0,1382,102
Hancock Indiana,18059,6/7/2020,3,48,,9,-10,,1387,102
Hancock Indiana,18059,6/8/2020,0,31,,9,-35,10,1407,102
Hancock Indiana,18059,6/9/2020,-2,25,,6,-36,12,1412,102
Hancock Indiana,18059,6/10/2020,-1,29,,9,-35,11,1425,102
Hancock Indiana,18059,6/11/2020,4,30,,11,-35,11,1431,102
Hancock Indiana,18059,6/12/2020,-2,28,,11,-35,8,1442,102
Hancock Indiana,18059,6/13/2020,2,43,,13,-5,0,1448,102
Hancock Indiana,18059,6/14/2020,2,42,,9,-9,,1463,103
Hancock Indiana,18059,6/15/2020,4,26,,17,-36,9,1478,105
Hancock Indiana,18059,6/16/2020,4,27,,18,-35,10,1499,105
Hancock Indiana,18059,6/17/2020,1,35,,-1,-34,9,1517,105
Hancock Indiana,18059,6/18/2020,6,27,,-8,-36,9,1536,105
Hancock Indiana,18059,6/19/2020,1,33,,6,-36,7,1560,105
Hancock Indiana,18059,6/20/2020,-2,54,,11,-5,-2,1574,106
Hancock Indiana,18059,6/21/2020,-5,37,,10,-11,,1589,106
Hancock Indiana,18059,6/22/2020,1,19,,10,-36,10,1622,107
Hancock Indiana,18059,6/23/2020,6,28,,10,-37,11,1632,107
Hancock Indiana,18059,6/24/2020,3,32,,13,-32,9,1652,107
Hancock Indiana,18059,6/25/2020,6,25,,9,-36,10,1688,107
Hancock Indiana,18059,6/26/2020,0,28,,16,-36,8,1713,107
Hancock Indiana,18059,6/27/2020,-9,29,,30,-8,,1730,107
Hancock Indiana,18059,6/28/2020,-1,38,,23,-10,,1757,107
Hancock Indiana,18059,6/29/2020,4,29,,15,-36,10,1801,107
Hancock Indiana,18059,6/30/2020,6,31,,18,-36,10,1822,107
Hancock Indiana,18059,7/1/2020,6,38,,18,-36,9,1851,107
Hancock Indiana,18059,7/2/2020,17,48,,15,-40,8,1868,107
Hancock Indiana,18059,7/3/2020,1,47,,5,-63,13,1913,107
Hancock Indiana,18059,7/4/2020,-26,39,,-15,-25,,1958,107
Hancock Indiana,18059,7/5/2020,-10,31,,16,-16,,1978,107
Hancock Indiana,18059,7/6/2020,5,30,,21,-39,9,2017,108
Hancock Indiana,18059,7/7/2020,3,33,,17,-36,10,2059,109
Hancock Indiana,18059,7/8/2020,5,34,,16,-34,9,2109,110
Hancock Indiana,18059,7/9/2020,5,28,,15,-37,10,2161,110
Hancock Indiana,18059,7/10/2020,1,29,,21,-37,8,2209,110
Hancock Indiana,18059,7/11/2020,2,46,,29,-6,0,2257,110
Hancock Indiana,18059,7/12/2020,1,44,,23,-9,,2281,110
Hancock Indiana,18059,7/13/2020,6,31,,9,-36,8,2317,110
Hancock Indiana,18059,7/14/2020,5,34,,-2,-36,9,2345,110
Hancock Indiana,18059,7/15/2020,3,33,,6,-34,9,2395,112
Hancock Indiana,18059,7/16/2020,3,27,,6,-36,10,2439,112
Hancock Indiana,18059,7/17/2020,1,34,,11,-37,8,229,11
Hancock Indiana,18059,7/18/2020,-4,43,,20,-5,-1,231,12
Hancock Indiana,18059,7/19/2020,-4,33,,32,-14,,232,13
Hancock Indiana,18059,7/20/2020,5,27,,9,-36,8,233,13
Hancock Indiana,18059,7/21/2020,4,29,,10,-36,10,235,14
Hancock Indiana,18059,7/22/2020,-2,23,,7,-35,10,239,16
Hancock Indiana,18059,7/23/2020,1,30,,6,-35,9,243,17
Hancock Indiana,18059,7/24/2020,-4,31,,16,-35,7,248,18
Hancock Indiana,18059,7/25/2020,-4,43,,16,-5,-1,266,19
Hancock Indiana,18059,7/26/2020,-3,40,,22,-7,,266,19
Hancock Indiana,18059,7/27/2020,-2,24,,8,-37,10,272,20
Hancock Indiana,18059,7/28/2020,3,31,,5,-36,9,272,20
Hancock Indiana,18059,7/29/2020,2,31,,20,-33,8,279,21
Hancock Indiana,18059,7/30/2020,-3,17,,8,-37,11,281,21
Hancock Indiana,18059,7/31/2020,-3,25,,16,-36,7,285,23
Harrison Indiana,18061,5/1/2020,-17,11,,,-35,16,290,24
Harrison Indiana,18061,5/2/2020,-24,,,,-23,,294,24
Harrison Indiana,18061,5/3/2020,-24,,,,-21,,295,24
Harrison Indiana,18061,5/4/2020,-8,,,,-30,12,304,25
Harrison Indiana,18061,5/5/2020,-16,,,,-32,15,306,27
Harrison Indiana,18061,5/6/2020,-16,,,,-30,14,313,28
Harrison Indiana,18061,5/7/2020,-16,,,,-32,13,316,28
Harrison Indiana,18061,5/8/2020,-23,-1,,,-32,18,319,28
Harrison Indiana,18061,5/9/2020,-14,,,,-15,,321,28
Harrison Indiana,18061,5/10/2020,-14,,,,-19,,323,28
Harrison Indiana,18061,5/11/2020,-19,,,,-28,12,325,28
Harrison Indiana,18061,5/12/2020,-9,,,,-28,13,327,28
Harrison Indiana,18061,5/13/2020,-13,,,,-27,14,331,28
Harrison Indiana,18061,5/14/2020,-7,12,,,-27,10,331,29
Harrison Indiana,18061,5/15/2020,-9,4,,,-31,16,335,28
Harrison Indiana,18061,5/16/2020,-11,21,,,-15,,342,28
Harrison Indiana,18061,5/17/2020,-10,8,,,-17,,344,28
Harrison Indiana,18061,5/18/2020,-16,6,,,-27,13,349,29
Harrison Indiana,18061,5/19/2020,-7,14,,,-25,12,353,29
Harrison Indiana,18061,5/20/2020,-6,9,,,-25,12,355,28
Harrison Indiana,18061,5/21/2020,-6,16,,,-27,11,358,28
Harrison Indiana,18061,5/22/2020,1,19,,,-31,10,364,28
Harrison Indiana,18061,5/23/2020,-6,33,,,-15,,366,28
Harrison Indiana,18061,5/24/2020,-2,36,,,-15,,370,28
Harrison Indiana,18061,5/25/2020,-8,19,,,-73,,371,29
Harrison Indiana,18061,5/26/2020,1,19,,,-24,11,371,29
Harrison Indiana,18061,5/27/2020,0,13,,,-22,11,371,29
Harrison Indiana,18061,5/28/2020,1,11,,,-22,11,375,29
Harrison Indiana,18061,5/29/2020,-2,13,,,-27,12,378,30
Harrison Indiana,18061,5/30/2020,-1,36,,,-5,,383,30
Harrison Indiana,18061,5/31/2020,3,35,,,-3,,390,30
Harrison Indiana,18061,6/1/2020,0,28,,,-25,7,385,30
Harrison Indiana,18061,6/2/2020,9,27,,,-25,8,386,31
Harrison Indiana,18061,6/3/2020,6,25,,,-21,8,386,31
Harrison Indiana,18061,6/4/2020,4,16,,,-24,10,389,32
Harrison Indiana,18061,6/5/2020,4,11,,,-26,9,392,33
Harrison Indiana,18061,6/6/2020,3,27,,,-9,,395,34
Harrison Indiana,18061,6/7/2020,3,27,,,-9,,397,34
Harrison Indiana,18061,6/8/2020,-2,7,,,-23,7,397,35
Harrison Indiana,18061,6/9/2020,-2,6,,,-25,9,399,35
Harrison Indiana,18061,6/10/2020,7,8,,,-21,9,402,36
Harrison Indiana,18061,6/11/2020,10,13,,,-24,8,402,36
Harrison Indiana,18061,6/12/2020,5,11,,,-27,8,409,36
Harrison Indiana,18061,6/13/2020,1,23,,,-11,,413,36
Harrison Indiana,18061,6/14/2020,5,15,,,-12,,418,36
Harrison Indiana,18061,6/15/2020,2,8,,,-25,7,423,36
Harrison Indiana,18061,6/16/2020,7,13,,,-25,7,434,36
Harrison Indiana,18061,6/17/2020,11,5,,,-23,6,431,36
Harrison Indiana,18061,6/18/2020,4,10,,,-25,7,442,36
Harrison Indiana,18061,6/19/2020,8,9,,,-28,6,445,36
Harrison Indiana,18061,6/20/2020,6,32,,,-8,,453,36
Harrison Indiana,18061,6/21/2020,0,20,,,-10,,455,36
Harrison Indiana,18061,6/22/2020,-1,4,,,-26,8,454,36
Harrison Indiana,18061,6/23/2020,6,6,,,-25,9,457,37
Harrison Indiana,18061,6/24/2020,9,4,,,-22,7,462,37
Harrison Indiana,18061,6/25/2020,3,13,,,-24,7,465,37
Harrison Indiana,18061,6/26/2020,4,24,,,-27,6,472,37
Harrison Indiana,18061,6/27/2020,-5,24,,,-11,,473,37
Harrison Indiana,18061,6/28/2020,-3,16,,,-8,,479,37
Harrison Indiana,18061,6/29/2020,2,23,,,-25,7,477,37
Harrison Indiana,18061,6/30/2020,10,28,,,-25,8,481,37
Harrison Indiana,18061,7/1/2020,16,28,,,-23,6,485,37
Harrison Indiana,18061,7/2/2020,21,41,,,-30,7,489,37
Harrison Indiana,18061,7/3/2020,16,46,,,-57,,503,37
Harrison Indiana,18061,7/4/2020,-22,38,,,-29,,511,37
Harrison Indiana,18061,7/5/2020,2,24,,,-12,,516,37
Harrison Indiana,18061,7/6/2020,3,26,,,-29,7,524,37
Harrison Indiana,18061,7/7/2020,7,25,,,-26,6,533,37
Harrison Indiana,18061,7/8/2020,3,18,,,-23,8,535,38
Harrison Indiana,18061,7/9/2020,5,20,,,-28,9,551,38
Harrison Indiana,18061,7/10/2020,4,26,,,-29,8,574,38
Harrison Indiana,18061,7/11/2020,-2,36,,,-9,,576,38
Harrison Indiana,18061,7/12/2020,-1,27,,,-13,,586,38
Harrison Indiana,18061,7/13/2020,-1,26,,,-25,6,585,38
Harrison Indiana,18061,7/14/2020,3,25,,,-26,7,593,38
Harrison Indiana,18061,7/15/2020,6,24,,,-24,7,597,38
Harrison Indiana,18061,7/16/2020,0,22,,,-27,8,603,38
Harrison Indiana,18061,7/17/2020,0,26,,,-28,7,130,9
Harrison Indiana,18061,7/18/2020,-7,35,,,-9,,136,9
Harrison Indiana,18061,7/19/2020,-1,35,,,-10,,139,9
Harrison Indiana,18061,7/20/2020,-5,18,,,-26,7,139,9
Harrison Indiana,18061,7/21/2020,4,29,,,-25,7,139,10
Harrison Indiana,18061,7/22/2020,2,23,,,-24,9,146,12
Harrison Indiana,18061,7/23/2020,0,27,,,-26,9,151,12
Harrison Indiana,18061,7/24/2020,0,27,,,-27,8,154,12
Harrison Indiana,18061,7/25/2020,-7,37,,,-9,,157,12
Harrison Indiana,18061,7/26/2020,-5,32,,,-5,,158,12
Harrison Indiana,18061,7/27/2020,-6,28,,,-24,8,161,13
Harrison Indiana,18061,7/28/2020,1,27,,,-25,8,163,14
Harrison Indiana,18061,7/29/2020,5,24,,,-24,8,166,14
Harrison Indiana,18061,7/30/2020,-3,9,,,-26,11,167,15
Harrison Indiana,18061,7/31/2020,5,26,,,-26,9,169,16
Hendricks Indiana,18063,5/1/2020,-21,-2,,-7,-47,20,168,16
Hendricks Indiana,18063,5/2/2020,-25,1,,-1,-26,7,171,16
Hendricks Indiana,18063,5/3/2020,-27,-11,,-16,-33,8,174,17
Hendricks Indiana,18063,5/4/2020,-13,2,,3,-44,17,175,19
Hendricks Indiana,18063,5/5/2020,-17,4,,-12,-45,20,176,20
Hendricks Indiana,18063,5/6/2020,-13,6,,-7,-45,19,179,21
Hendricks Indiana,18063,5/7/2020,-16,8,,-8,-45,19,180,21
Hendricks Indiana,18063,5/8/2020,-20,5,,-7,-44,20,184,22
Hendricks Indiana,18063,5/9/2020,-18,20,,-7,-20,8,185,22
Hendricks Indiana,18063,5/10/2020,-21,1,,-18,-29,7,186,22
Hendricks Indiana,18063,5/11/2020,-12,-1,,0,-42,17,189,23
Hendricks Indiana,18063,5/12/2020,-6,4,,-6,-43,17,190,23
Hendricks Indiana,18063,5/13/2020,-7,3,,-9,-43,18,191,23
Hendricks Indiana,18063,5/14/2020,-12,2,,-7,-43,19,194,23
Hendricks Indiana,18063,5/15/2020,-11,3,,-4,-43,18,196,24
Hendricks Indiana,18063,5/16/2020,-10,9,,2,-17,6,196,24
Hendricks Indiana,18063,5/17/2020,-15,-5,,-16,-21,8,196,24
Hendricks Indiana,18063,5/18/2020,-4,5,,-4,-39,15,198,24
Hendricks Indiana,18063,5/19/2020,-4,4,,-12,-40,17,198,24
Hendricks Indiana,18063,5/20/2020,-5,4,,-1,-40,16,197,24
Hendricks Indiana,18063,5/21/2020,-5,6,,-2,-40,16,198,24
Hendricks Indiana,18063,5/22/2020,-5,8,,5,-42,14,198,24
Hendricks Indiana,18063,5/23/2020,-12,9,,-2,-17,4,197,24
Hendricks Indiana,18063,5/24/2020,-9,2,,-10,-22,2,199,24
Hendricks Indiana,18063,5/25/2020,1,11,,-17,-77,21,200,24
Hendricks Indiana,18063,5/26/2020,3,11,,-8,-40,14,200,24
Hendricks Indiana,18063,5/27/2020,4,7,,-6,-38,15,200,24
Hendricks Indiana,18063,5/28/2020,0,8,,-4,-38,16,200,24
Hendricks Indiana,18063,5/29/2020,-3,8,,4,-37,14,200,24
Hendricks Indiana,18063,5/30/2020,-7,11,,13,-6,3,200,24
Hendricks Indiana,18063,5/31/2020,-5,5,,8,-12,3,200,24
Hendricks Indiana,18063,6/1/2020,2,12,,6,-37,12,201,24
Hendricks Indiana,18063,6/2/2020,9,21,,7,-38,13,202,24
Hendricks Indiana,18063,6/3/2020,2,17,,3,-37,14,203,24
Hendricks Indiana,18063,6/4/2020,0,14,,5,-37,14,202,24
Hendricks Indiana,18063,6/5/2020,-1,14,,7,-37,12,202,24
Hendricks Indiana,18063,6/6/2020,-6,17,,13,-8,2,202,24
Hendricks Indiana,18063,6/7/2020,-4,6,,12,-14,1,202,24
Hendricks Indiana,18063,6/8/2020,6,14,,10,-36,11,202,24
Hendricks Indiana,18063,6/9/2020,0,7,,3,-37,13,203,24
Hendricks Indiana,18063,6/10/2020,3,9,,8,-36,13,205,24
Hendricks Indiana,18063,6/11/2020,6,16,,10,-35,12,205,24
Hendricks Indiana,18063,6/12/2020,0,8,,14,-36,10,205,24
Hendricks Indiana,18063,6/13/2020,-6,11,,16,-5,1,207,24
Hendricks Indiana,18063,6/14/2020,0,5,,11,-9,0,208,24
Hendricks Indiana,18063,6/15/2020,7,11,,19,-35,10,210,24
Hendricks Indiana,18063,6/16/2020,7,11,,8,-36,11,210,24
Hendricks Indiana,18063,6/17/2020,8,12,,11,-36,11,210,24
Hendricks Indiana,18063,6/18/2020,7,13,,13,-36,11,212,24
Hendricks Indiana,18063,6/19/2020,0,12,,24,-36,9,214,24
Hendricks Indiana,18063,6/20/2020,-4,19,,18,-5,0,215,24
Hendricks Indiana,18063,6/21/2020,-3,3,,14,-10,0,220,24
Hendricks Indiana,18063,6/22/2020,2,9,,17,-37,11,218,24
Hendricks Indiana,18063,6/23/2020,6,12,,10,-37,11,218,24
Hendricks Indiana,18063,6/24/2020,7,9,,9,-35,11,219,24
Hendricks Indiana,18063,6/25/2020,4,11,,12,-36,11,219,24
Hendricks Indiana,18063,6/26/2020,-2,8,,21,-37,10,219,24
Hendricks Indiana,18063,6/27/2020,-14,-1,,11,-11,4,220,24
Hendricks Indiana,18063,6/28/2020,-4,1,,13,-8,2,220,24
Hendricks Indiana,18063,6/29/2020,4,11,,20,-37,10,222,24
Hendricks Indiana,18063,6/30/2020,9,15,,8,-36,11,223,24
Hendricks Indiana,18063,7/1/2020,9,12,,12,-36,10,224,24
Hendricks Indiana,18063,7/2/2020,14,25,,18,-40,10,227,24
Hendricks Indiana,18063,7/3/2020,6,27,,3,-62,14,228,24
Hendricks Indiana,18063,7/4/2020,-29,7,,-8,-29,1,231,24
Hendricks Indiana,18063,7/5/2020,-14,-6,,14,-15,0,235,24
Hendricks Indiana,18063,7/6/2020,4,12,,22,-40,10,238,24
Hendricks Indiana,18063,7/7/2020,4,13,,12,-38,11,237,24
Hendricks Indiana,18063,7/8/2020,6,10,,6,-36,11,237,24
Hendricks Indiana,18063,7/9/2020,7,15,,13,-36,11,242,24
Hendricks Indiana,18063,7/10/2020,1,9,,24,-37,10,246,24
Hendricks Indiana,18063,7/11/2020,-5,10,,22,-6,1,250,24
Hendricks Indiana,18063,7/12/2020,-1,6,,11,-9,0,254,24
Hendricks Indiana,18063,7/13/2020,6,13,,16,-36,9,265,24
Hendricks Indiana,18063,7/14/2020,6,12,,5,-38,10,268,24
Hendricks Indiana,18063,7/15/2020,4,12,,4,-36,10,270,24
Hendricks Indiana,18063,7/16/2020,2,11,,13,-36,11,271,24
Hendricks Indiana,18063,7/17/2020,-1,10,,22,-36,9,716,49
Hendricks Indiana,18063,7/18/2020,-8,8,,21,-5,0,761,51
Hendricks Indiana,18063,7/19/2020,-10,-5,,18,-13,1,780,51
Hendricks Indiana,18063,7/20/2020,4,11,,10,-37,9,790,51
Hendricks Indiana,18063,7/21/2020,5,10,,8,-36,11,801,54
Hendricks Indiana,18063,7/22/2020,4,7,,7,-36,11,899,56
Hendricks Indiana,18063,7/23/2020,4,10,,7,-35,10,910,60
Hendricks Indiana,18063,7/24/2020,-3,8,,12,-35,9,944,63
Hendricks Indiana,18063,7/25/2020,-5,8,,16,-7,0,969,65
Hendricks Indiana,18063,7/26/2020,-6,1,,20,-8,0,976,65
Hendricks Indiana,18063,7/27/2020,2,9,,13,-36,11,991,66
Hendricks Indiana,18063,7/28/2020,8,15,,4,-35,10,1003,68
Hendricks Indiana,18063,7/29/2020,7,7,,10,-36,10,1007,69
Hendricks Indiana,18063,7/30/2020,0,-1,,10,-36,12,1015,70
Hendricks Indiana,18063,7/31/2020,0,0,,17,-35,9,1030,70
Henry Indiana,18065,5/1/2020,-9,0,,-15,-39,15,1038,73
Henry Indiana,18065,5/2/2020,-3,11,,-9,-15,,1050,74
Henry Indiana,18065,5/3/2020,5,15,,-21,-19,,1057,74
Henry Indiana,18065,5/4/2020,4,0,,-7,-37,11,1068,74
Henry Indiana,18065,5/5/2020,-4,0,,-8,-38,13,1079,74
Henry Indiana,18065,5/6/2020,-2,2,,-14,-36,12,1106,76
Henry Indiana,18065,5/7/2020,-7,1,,-10,-36,13,1114,76
Henry Indiana,18065,5/8/2020,-21,0,,-14,-36,16,1123,78
Henry Indiana,18065,5/9/2020,0,19,,-10,-15,,1137,78
Henry Indiana,18065,5/10/2020,-2,13,,-19,-23,,1143,80
Henry Indiana,18065,5/11/2020,-2,-1,,-4,-34,12,1150,80
Henry Indiana,18065,5/12/2020,-5,6,,-8,-35,10,1155,80
Henry Indiana,18065,5/13/2020,-1,0,,-7,-34,11,1162,81
Henry Indiana,18065,5/14/2020,-4,4,,-7,-37,14,1182,85
Henry Indiana,18065,5/15/2020,-8,2,,-6,-35,14,1187,85
Henry Indiana,18065,5/16/2020,5,14,,-3,-9,,1190,85
Henry Indiana,18065,5/17/2020,-1,11,,-22,-11,,1192,85
Henry Indiana,18065,5/18/2020,-2,0,,-3,-31,12,1198,87
Henry Indiana,18065,5/19/2020,-8,-1,,-1,-30,12,1201,88
Henry Indiana,18065,5/20/2020,-5,1,,-6,-31,10,1213,90
Henry Indiana,18065,5/21/2020,-2,4,,-4,-31,11,1225,92
Henry Indiana,18065,5/22/2020,-6,4,,2,-33,10,1233,93
Henry Indiana,18065,5/23/2020,1,14,,-2,-14,,1239,93
Henry Indiana,18065,5/24/2020,11,32,,-12,-19,,1240,93
Henry Indiana,18065,5/25/2020,9,12,,-18,-71,,1245,96
Henry Indiana,18065,5/26/2020,0,11,,-20,-29,7,1256,97
Henry Indiana,18065,5/27/2020,3,9,,-1,-29,9,1268,100
Henry Indiana,18065,5/28/2020,1,13,,-4,-30,11,1283,104
Henry Indiana,18065,5/29/2020,-5,4,,0,-30,11,1288,104
Henry Indiana,18065,5/30/2020,0,11,,12,-4,,1292,105
Henry Indiana,18065,5/31/2020,8,15,,1,-2,,1298,106
Henry Indiana,18065,6/1/2020,12,13,,6,-27,7,1303,106
Henry Indiana,18065,6/2/2020,14,17,,3,-29,6,1305,107
Henry Indiana,18065,6/3/2020,7,14,,0,-28,7,1309,108
Henry Indiana,18065,6/4/2020,4,19,,5,-27,9,1319,109
Henry Indiana,18065,6/5/2020,-7,8,,3,-28,8,1331,110
Henry Indiana,18065,6/6/2020,3,21,,14,-5,,1342,110
Henry Indiana,18065,6/7/2020,7,22,,-2,-6,,1344,110
Henry Indiana,18065,6/8/2020,7,10,,7,-29,7,1351,110
Henry Indiana,18065,6/9/2020,-3,13,,-2,-27,8,1361,111
Henry Indiana,18065,6/10/2020,5,17,,4,-27,7,1370,113
Henry Indiana,18065,6/11/2020,1,16,,2,-28,7,1372,113
Henry Indiana,18065,6/12/2020,-5,5,,4,-28,7,1380,115
Henry Indiana,18065,6/13/2020,2,17,,16,-9,,1382,115
Henry Indiana,18065,6/14/2020,8,21,,12,-7,,1385,115
Henry Indiana,18065,6/15/2020,3,8,,10,-26,5,1390,115
Henry Indiana,18065,6/16/2020,4,16,,6,-25,5,1390,115
Henry Indiana,18065,6/17/2020,3,11,,3,-25,5,1395,116
Henry Indiana,18065,6/18/2020,8,13,,3,-28,6,1410,116
Henry Indiana,18065,6/19/2020,4,11,,10,-27,5,1414,116
Henry Indiana,18065,6/20/2020,5,19,,18,-4,,1427,116
Henry Indiana,18065,6/21/2020,8,23,,5,-4,,1434,116
Henry Indiana,18065,6/22/2020,8,6,,0,-27,6,1438,116
Henry Indiana,18065,6/23/2020,3,11,,4,-27,6,1449,116
Henry Indiana,18065,6/24/2020,6,13,,3,-25,5,1463,116
Henry Indiana,18065,6/25/2020,7,19,,13,-27,6,1470,116
Henry Indiana,18065,6/26/2020,-2,3,,14,-25,6,1478,116
Henry Indiana,18065,6/27/2020,-7,-1,,18,-2,,1490,116
Henry Indiana,18065,6/28/2020,1,13,,14,-5,,1494,116
Henry Indiana,18065,6/29/2020,8,8,,8,-28,5,1506,116
Henry Indiana,18065,6/30/2020,10,8,,12,-29,6,1520,118
Henry Indiana,18065,7/1/2020,16,17,,13,-32,5,1525,118
Henry Indiana,18065,7/2/2020,21,21,,11,-38,6,1543,118
Henry Indiana,18065,7/3/2020,8,12,,4,-57,12,1563,119
Henry Indiana,18065,7/4/2020,-10,13,,-7,-26,,1575,119
Henry Indiana,18065,7/5/2020,-1,6,,12,-12,,1584,119
Henry Indiana,18065,7/6/2020,11,7,,15,-31,6,1597,122
Henry Indiana,18065,7/7/2020,6,4,,4,-30,5,1598,120
Henry Indiana,18065,7/8/2020,6,8,,14,-30,5,1618,121
Henry Indiana,18065,7/9/2020,10,14,,11,-30,6,1635,121
Henry Indiana,18065,7/10/2020,-3,0,,17,-30,6,1654,121
Henry Indiana,18065,7/11/2020,1,9,,23,-6,,1668,121
Henry Indiana,18065,7/12/2020,9,15,,22,-6,,1684,121
Henry Indiana,18065,7/13/2020,7,5,,12,-30,4,1690,121
Henry Indiana,18065,7/14/2020,8,5,,8,-29,5,1697,121
Henry Indiana,18065,7/15/2020,7,5,,8,-28,6,1707,121
Henry Indiana,18065,7/16/2020,6,12,,8,-30,7,1735,121
Henry Indiana,18065,7/17/2020,0,6,,7,-29,7,42,1
Henry Indiana,18065,7/18/2020,7,18,,27,-12,,45,1
Henry Indiana,18065,7/19/2020,2,8,,21,-12,,46,1
Henry Indiana,18065,7/20/2020,6,8,,10,-29,5,50,1
Henry Indiana,18065,7/21/2020,7,13,,1,-28,6,49,2
Henry Indiana,18065,7/22/2020,2,7,,13,-32,8,49,2
Henry Indiana,18065,7/23/2020,10,12,,10,-28,6,61,2
Henry Indiana,18065,7/24/2020,-1,2,,13,-27,5,73,2
Henry Indiana,18065,7/25/2020,8,14,,23,4,,75,2
Henry Indiana,18065,7/26/2020,12,21,,16,-2,,84,2
Henry Indiana,18065,7/27/2020,4,-2,,9,-29,6,88,2
Henry Indiana,18065,7/28/2020,5,3,,-4,-27,5,95,2
Henry Indiana,18065,7/29/2020,6,3,,-5,-27,5,100,2
Henry Indiana,18065,7/30/2020,7,0,,-5,-28,8,103,2
Henry Indiana,18065,7/31/2020,1,9,,-1,-30,6,110,2
Howard Indiana,18067,5/1/2020,-21,2,,,-49,16,126,3
Howard Indiana,18067,5/2/2020,-27,6,,,-37,6,128,3
Howard Indiana,18067,5/3/2020,-21,3,,,-36,6,131,3
Howard Indiana,18067,5/4/2020,-8,6,,,-46,13,140,4
Howard Indiana,18067,5/5/2020,-18,9,,,-48,17,142,4
Howard Indiana,18067,5/6/2020,-13,10,,,-46,15,155,4
Howard Indiana,18067,5/7/2020,-15,9,,,-47,14,156,5
Howard Indiana,18067,5/8/2020,-20,3,,,-46,17,158,6
Howard Indiana,18067,5/9/2020,-20,23,,,-31,6,159,6
Howard Indiana,18067,5/10/2020,-21,8,,,-33,6,162,7
Howard Indiana,18067,5/11/2020,-10,-3,,,-40,14,164,9
Howard Indiana,18067,5/12/2020,-8,8,,,-41,13,174,9
Howard Indiana,18067,5/13/2020,0,14,,,-41,12,173,10
Howard Indiana,18067,5/14/2020,-11,5,,,-43,14,173,10
Howard Indiana,18067,5/15/2020,-15,-1,,,-42,15,176,11
Howard Indiana,18067,5/16/2020,-17,10,,,-26,4,186,11
Howard Indiana,18067,5/17/2020,-14,4,,,-28,6,188,11
Howard Indiana,18067,5/18/2020,-4,2,,,-36,11,188,12
Howard Indiana,18067,5/19/2020,-6,8,,,-38,13,188,12
Howard Indiana,18067,5/20/2020,-3,7,,,-39,12,188,12
Howard Indiana,18067,5/21/2020,-5,5,,,-39,11,189,12
Howard Indiana,18067,5/22/2020,-5,2,,,-38,10,190,12
Howard Indiana,18067,5/23/2020,-15,11,,,-22,2,192,12
Howard Indiana,18067,5/24/2020,-2,16,,,-23,0,193,12
Howard Indiana,18067,5/25/2020,-8,1,,,-71,16,194,12
Howard Indiana,18067,5/26/2020,2,10,,,-32,8,196,13
Howard Indiana,18067,5/27/2020,3,12,,,-32,9,204,13
Howard Indiana,18067,5/28/2020,0,7,,,-32,10,205,14
Howard Indiana,18067,5/29/2020,-6,-4,,,-30,9,205,14
Howard Indiana,18067,5/30/2020,-12,9,,,-12,1,207,14
Howard Indiana,18067,5/31/2020,-2,7,,,-13,1,208,14
Howard Indiana,18067,6/1/2020,5,2,,,-30,7,208,14
Howard Indiana,18067,6/2/2020,7,11,,,-31,6,209,15
Howard Indiana,18067,6/3/2020,7,12,,,-31,7,209,15
Howard Indiana,18067,6/4/2020,0,8,,,-30,7,210,15
Howard Indiana,18067,6/5/2020,-5,2,,,-29,7,211,15
Howard Indiana,18067,6/6/2020,-11,11,,,-15,0,214,15
Howard Indiana,18067,6/7/2020,-1,11,,,-14,0,215,15
Howard Indiana,18067,6/8/2020,2,3,,,-29,6,216,15
Howard Indiana,18067,6/9/2020,1,7,,,-30,8,216,15
Howard Indiana,18067,6/10/2020,3,13,,,-32,8,220,15
Howard Indiana,18067,6/11/2020,4,15,,,-31,6,221,15
Howard Indiana,18067,6/12/2020,-3,5,,,-28,6,221,15
Howard Indiana,18067,6/13/2020,-8,16,,,-14,0,225,15
Howard Indiana,18067,6/14/2020,4,13,,,-14,0,237,15
Howard Indiana,18067,6/15/2020,6,8,,,-29,5,240,15
Howard Indiana,18067,6/16/2020,2,12,,,-30,6,240,15
